Year,Pick,Name,Pos,Tm,Overall,"Std.
2013,3.1,Roddy White,WR,ATL,34.4,3.5,2.11,4.09
2013,4.01,Eddie Lacy,RB,GB,37.3,5.2,2.09,5.05
2013,4.03,Victor Cruz,WR,NYG,38.8,4,3.01,5.04
2013,4.05,Vincent Jackson,WR,TB,41,4.6,3.01,5.1
2013,4.06,Peyton Manning,QB,DEN,42.2,7.8,1.04,6.01
2013,4.07,Dwayne Bowe,WR,KC,43.4,4.6,3.06,5.1
2013,4.08,Montee Ball,RB,DEN,43.9,8,3.06,7.02
2013,4.09,Jason Witten,TE,DAL,44.8,6.8,3.06,6.1
2013,4.09,Vernon Davis,TE,SF,45.3,10.1,2.12,7.02
2013,4.1,Danny Amendola,WR,NE,45.7,6,3.01,5.12
2013,4.1,Ryan Mathews,RB,LAC,45.7,7.1,3.02,6.06
2013,4.11,Marques Colston,WR,NO,47.2,5,3.06,6.03
2013,4.11,Wes Welker,WR,DEN,47.4,6.7,3.02,6.02
2013,4.12,Giovani Bernard,RB,CIN,48.1,7.3,3.05,6.12
2013,5.02,Reggie Wayne,WR,IND,50.5,6.1,3.04,6.09
2013,5.04,Chris Ivory,RB,NYJ,52.5,10.1,3.11,7.09
2013,5.05,Ahmad Bradshaw,RB,IND,52.6,8.2,3.1,7.02
2013,5.06,Daryl Richardson,RB,LAR,54.2,7.4,3.04,7.1
2013,5.06,Shane Vereen,RB,NE,54.4,8.3,2.01,7.08
2013,5.08,Tony Gonzalez,TE,ATL,56,9.4,1.04,7.1
2013,5.08,Pierre Garcon,WR,WAS,56.1,6.5,3.01,6.12
2013,5.09,Hakeem Nicks,WR,IND,57.3,6,4.02,7.05
2013,5.09,Tom Brady,QB,NE,57.4,7.5,2.03,7.02
2013,5.1,Cam Newton,QB,CAR,58.3,6.8,4.05,7.04
2013,5.12,Jordy Nelson,WR,GB,59.9,6.3,4.01,7.03
2013,6.01,Matt Ryan,QB,ATL,61.1,7.9,2.12,7.05
2013,6.03,Antonio Brown,WR,PIT,62.8,6.9,4.09,7.09
2013,6.04,Torrey Smith,WR,BAL,63.7,6.2,3.11,7.12
2013,6.05,Rashard Mendenhall,RB,ARI,64.5,7.8,4.05,8.06
2013,6.06,DeAngelo Williams,RB,CAR,65.9,9.5,3.12,8.1
2013,6.07,Eric Decker,WR,NYJ,66.6,6.8,4.09,8.03
2013,6.1,Matthew Stafford,QB,DET,70.4,6.9,4.09,8.11
2013,6.12,DeSean Jackson,WR,WAS,71.7,7.9,4.09,8.07
2013,6.12,Colin Kaepernick,QB,SF,72.1,9.6,4.02,9.11
2013,7.01,Mike Wallace,WR,MIA,73,8.3,4.02,8.11
2013,7.01,Kyle Rudolph,TE,MIN,73.2,18.4,4.1,11.06
2013,7.03,Mark Ingram,RB,NO,75.5,9.8,5.04,9.02
2013,7.04,Steve Smith,WR,BAL,75.6,7.5,4.02,8.12
2013,7.04,BenJarvus Green-Ellis,RB,CIN,75.9,8.7,5.04,9.01
2013,7.06,Jermichael Finley,TE,GB,78.1,11.8,4.12,10.07
2013,7.07,James Jones,WR,OAK,78.5,7.9,5.01,9.01
2013,7.07,Ben Tate,RB,CLE,78.6,8.8,4.12,9.07
2013,7.07,Andrew Luck,QB,IND,78.8,9.1,4.11,9.11
2013,7.07,Ronnie Hillman,RB,DEN,78.8,10.5,5.1,10.08
2013,7.07,Robert Griffin III,QB,WAS,79.3,9.6,4.05,10.01
2013,7.08,Antonio Gates,TE,LAC,80.2,15.3,5.02,11.05
2013,7.09,Tavon Austin,WR,LAR,80.6,8.1,4.12,9.03
2013,7.1,Tony Romo,QB,DAL,81.9,10.2,4.02,10.02
2013,7.11,T.Y. Hilton,WR,IND,83.3,8.8,4.02,9.09
2013,7.12,Cecil Shorts,WR,JAX,83.9,8.2,6.04,9.04
2013,8.02,Anquan Boldin,WR,SF,85.7,8.2,5.07,9.06
2013,8.05,Fred Jackson,RB,None,88.8,9.2,6.09,10.03
2013,8.05,Bryce Brown,RB,PHI,88.9,8.7,6.02,9.12
2013,8.06,Russell Wilson,QB,SEA,89.9,9.9,6.11,10.07
2013,8.07,Miles Austin,WR,FA,90.6,8.3,5.11,10.03
2013,8.08,Bernard Pierce,RB,BAL,91.6,12.1,5.12,11.02
2013,8.08,Danny Woodhead,RB,LAC,91.6,11.4,5.12,11.04
2013,8.08,Greg Jennings,WR,MIN,91.8,8,6.02,11.07
2013,8.09,Jared Cook,TE,LAR,92.8,12.5,4.08,11.08
2013,8.11,Greg Olsen,TE,CAR,95,12.8,6.03,12.06
2013,8.11,Steve Johnson,WR,None,95.3,9,6.09,10.12
2013,8.12,Seattle Defense,DEF,SEA,96.1,9.1,6.09,14.01
2013,8.12,Vick Ballard,RB,IND,96.4,10.6,7.02,11.09
2013,9.02,Josh Gordon,WR,CLE,98.1,11.9,6.03,11.1
2013,9.03,Mike Williams,WR,None,99.5,9.1,6.08,11.03
2014,1.02,LeSean McCoy,RB,PHI,2,1,1.01,1.05
2014,1.03,Jamaal Charles,RB,KC,2.5,1.5,1.01,1.08
2014,1.04,Calvin Johnson,WR,DET,4.1,1.6,1.01,1.09
2014,1.04,Matt Forte,RB,CHI,4.2,1.5,1.01,1.1
2014,1.05,Adrian Peterson,RB,MIN,5.3,2.2,1.01,1.11
2014,1.06,Eddie Lacy,RB,GB,6.2,1.6,1.02,1.11
2014,1.07,Demaryius Thomas,WR,DEN,6.7,1.6,1.01,1.1
2014,1.08,Jimmy Graham,TE,NO,7.8,2.2,1.01,2.06
2014,1.09,Dez Bryant,WR,DAL,9.1,1.9,1.03,2.03
2014,1.1,Montee Ball,RB,DEN,10.4,2.3,1.03,2.08
2014,1.1,Peyton Manning,QB,DEN,10.4,4.1,1.01,2.08
2014,1.11,A.J. Green,WR,CIN,11.5,2.1,1.01,2.05
2014,2.01,Julio Jones,WR,ATL,13.3,2.2,1.04,2.09
2014,2.02,Brandon Marshall,WR,CHI,13.9,2.1,1.08,2.07
2014,2.02,DeMarco Murray,RB,DAL,14.2,2.7,1.07,2.1
2014,2.04,Marshawn Lynch,RB,SEA,15.9,3.2,1.06,2.11
2014,2.05,Giovani Bernard,RB,CIN,16.7,3.1,1.06,2.12
2014,2.06,Jordy Nelson,WR,GB,17.8,2.6,1.11,3.02
2014,2.06,Antonio Brown,WR,PIT,18.4,2.5,2.01,3.02
2014,2.07,Drew Brees,QB,NO,19.1,4,1.04,3.08
2014,2.09,Doug Martin,RB,TB,20.9,3.5,1.01,3.06
2014,2.1,Alshon Jeffery,WR,CHI,21.9,2.5,2.01,3.05
2014,2.1,Aaron Rodgers,QB,GB,22.2,4.2,1.03,3.1
2014,2.11,Andre Ellington,RB,ARI,22.5,3.8,2.01,3.12
2014,3.01,Randall Cobb,WR,GB,25,3,2.07,3.12
2014,3.02,Arian Foster,RB,HOU,25.8,4.7,1.11,3.12
2014,3.02,Julius Thomas,TE,DEN,26.2,4.8,1.04,4.03
2014,3.04,Keenan Allen,WR,LAC,28,3.7,2.04,4.08
2014,3.04,Shane Vereen,RB,NE,28.5,4.2,1.05,4.04
2014,3.06,Rob Gronkowski,TE,NE,29.7,4.6,1.1,4.08
2014,3.06,LeVeon Bell,RB,PIT,30.4,3.5,2.02,4.08
2014,3.09,Zac Stacy,RB,LAR,32.5,3.6,2.05,4.08
2014,3.09,Roddy White,WR,ATL,33.1,4.7,2.06,4.06
2014,3.09,Reggie Bush,RB,DET,33.3,3.6,2.12,5.02
2014,3.1,Alfred Morris,RB,WAS,34.2,4.5,1.05,4.09
2014,3.11,Vincent Jackson,WR,TB,34.7,4.7,3.01,4.1
2014,3.12,Cordarrelle Patterson,WR,MIN,36.2,5.1,3.01,5.02
2014,3.12,Andre Johnson,WR,HOU,36.4,4.5,2.09,4.12
2014,4.02,Rashad Jennings,RB,NYG,38.4,3.7,3.03,5.03
2014,4.04,Pierre Garcon,WR,WAS,40.4,4.4,2.1,5.02
2014,4.04,Emmanuel Sanders,WR,DEN,40.5,4.9,3.01,5.03
2014,4.06,Larry Fitzgerald,WR,ARI,42,4.4,3.01,5.07
2014,4.06,C.J. Spiller,RB,None,42.1,5.4,3.03,5.09
2014,4.07,Toby Gerhart,RB,JAX,42.8,5.5,3.05,5.12
2014,4.08,Victor Cruz,WR,NYG,43.8,4.2,3.02,5.06
2014,4.08,Percy Harvin,WR,SEA,44.2,5.2,2.09,5.12
2014,4.1,Joique Bell,RB,DET,45.9,6.2,3.09,6.01
2014,4.1,Michael Floyd,WR,ARI,46.3,5.6,3.04,6.01
2014,4.12,Julian Edelman,WR,NE,48.3,5.2,3.07,6.07
2014,4.12,Matthew Stafford,QB,DET,48.4,8.2,2.12,7.04
2014,5.02,Michael Crabtree,WR,SF,49.8,5.3,3.05,6.02
2014,5.03,Ryan Mathews,RB,LAC,50.8,6.7,3.08,6.08
2014,5.03,Jordan Cameron,TE,CLE,51,6.9,3.04,6.09
2014,5.05,Ray Rice,RB,BAL,52.6,7,3.09,6.07
2014,5.07,Pierre Thomas,RB,NO,55,5.6,3.12,6.1
2014,5.07,T.Y. Hilton,WR,IND,55.2,6.2,3.08,6.11
2014,5.07,Andrew Luck,QB,IND,55.2,8.5,2.12,7.08
2014,5.08,Frank Gore,RB,SF,56.3,6.1,3.12,7.04
2014,5.08,Torrey Smith,WR,BAL,56.4,5.2,4.09,6.11
2014,5.1,Ben Tate,RB,CLE,58.3,6.2,4.01,7.01
2014,5.12,Chris Johnson,RB,NYJ,60,6.2,4.01,7.1
2014,6.01,Tom Brady,QB,NE,61.4,8.6,1.06,7.11
2014,6.02,DeSean Jackson,WR,WAS,61.7,7.2,4.01,7.1
2014,6.02,Kendall Wright,WR,TEN,61.8,6.5,4.08,7.1
2014,6.03,Vernon Davis,TE,SF,62.8,8.1,3.08,7.09
2014,6.04,Jeremy Maclin,WR,PHI,64.3,7.2,4.1,7.08
2014,6.05,Marques Colston,WR,NO,65.4,6.7,4.08,7.08
2014,6.06,Bishop Sankey,RB,TEN,66.1,7.2,4.04,7.11
2014,6.07,Jason Witten,TE,DAL,66.6,7.1,4.12,8.1
2014,6.08,Matt Ryan,QB,ATL,67.6,7.7,4.02,8.07
2014,6.09,Wes Welker,WR,DEN,69.1,10,4.03,9.06
2014,6.1,Danny Woodhead,RB,LAC,70,8.3,4.02,8.08
2014,7.01,Brandin Cooks,WR,NO,72.8,8.6,4.11,8.11
2014,7.01,Maurice Jones-Drew,RB,OAK,73,7.9,5.05,8.08
2014,7.01,Trent Richardson,RB,IND,73.2,9,4.02,8.09
2014,7.01,Kyle Rudolph,TE,MIN,73.2,9,4.12,9.08
2014,7.01,Golden Tate,WR,DET,73.4,8.6,4.11,9.03
2014,7.02,Nick Foles,QB,PHI,73.9,9.7,4.08,9.02
2014,7.04,Mike Wallace,WR,MIA,76.1,8.3,5.01,8.1
2014,7.06,Darren Sproles,RB,PHI,77.6,9.1,5.01,9.03
2014,7.08,Reggie Wayne,WR,IND,79.9,9,5.01,9.04
2014,7.09,Fred Jackson,RB,None,80.9,8,5.12,8.12
2014,7.09,Jordan Reed,TE,WAS,81.4,10,5.03,11.01
2014,7.1,Jay Cutler,QB,CHI,81.8,8.9,5.08,9.09
2014,7.11,Eric Decker,WR,NYJ,83.3,8.2,5.06,9.05
2014,7.12,Kelvin Benjamin,WR,CAR,83.7,8.5,5.03,9.08
2014,8.02,Tony Romo,QB,DAL,85.5,7.7,5.12,9.12
2014,8.02,Knowshon Moreno,RB,MIA,85.7,10.6,3.11,9.09
2014,8.02,Terrance Williams,WR,DAL,86.4,8.4,6.04,9.11
2014,8.03,Steven Jackson,RB,ATL,86.9,8.1,5.11,9.08
2014,8.04,Lamar Miller,RB,MIA,87.7,8,6.03,9.09
2014,8.04,Greg Olsen,TE,CAR,88.2,10.8,5.08,11.03
2014,8.07,Seattle Defense,DEF,SEA,90.5,8.6,5.08,9.11
2014,8.07,Dennis Pitta,TE,BAL,91.4,10.3,6.08,12.03
2014,8.08,Carlos Hyde,RB,SF,91.5,7.5,6.06,10.05
2014,8.1,Bernard Pierce,RB,BAL,94.5,8.5,7.01,10.04
2014,8.11,Cam Newton,QB,CAR,94.5,10.2,6.06,11.02
2014,8.11,Justin Hunter,WR,TEN,95,8.4,6.06,10.02
2014,8.12,Jeremy Hill,RB,CIN,96.2,8.1,6.01,10.08
2014,9.01,Zach Ertz,TE,PHI,97.5,13.1,6.03,12.01
2015,1.02,Adrian Peterson,RB,MIN,1.8,1,1.01,1.05
2015,1.03,Antonio Brown,WR,PIT,2.5,1.4,1.01,1.08
2015,1.03,LeVeon Bell,RB,PIT,3.1,1.7,1.01,1.08
2015,1.04,Eddie Lacy,RB,GB,4,1.6,1.01,1.1
2015,1.05,Jamaal Charles,RB,KC,4.5,1.6,1.01,1.1
2015,1.06,Julio Jones,WR,ATL,6.2,1.9,1.01,1.12
2015,1.08,Dez Bryant,WR,DAL,7.6,1.7,1.02,2.01
2015,1.09,Marshawn Lynch,RB,SEA,8.6,2.3,1.03,2.05
2015,1.09,Demaryius Thomas,WR,DEN,9.1,1.9,1.03,2.04
2015,1.1,Rob Gronkowski,TE,NE,10.3,3.3,1.01,2.08
2015,1.11,CJ Anderson,RB,DEN,10.7,3,1.03,2.07
2015,1.11,Odell Beckham Jr,WR,NYG,11.4,2.8,1.02,2.07
2015,2.01,Calvin Johnson,WR,DET,13.1,2.4,1.01,2.08
2015,2.02,Matt Forte,RB,CHI,13.7,3.1,1.03,2.1
2015,2.02,Jeremy Hill,RB,CIN,14.4,2.8,1.03,2.11
2015,2.04,Randall Cobb,WR,GB,15.9,2.4,1.09,2.1
2015,2.05,A.J. Green,WR,CIN,16.7,2.5,1.1,2.12
2015,2.05,Andrew Luck,QB,IND,16.9,5.3,1.01,3.06
2015,2.06,DeMarco Murray,RB,PHI,17.6,3.4,1.01,3.07
2015,2.07,Justin Forsett,RB,BAL,19.3,3.2,1.07,3.05
2015,2.09,Brandin Cooks,WR,NO,20.6,2.9,1.1,3.05
2015,2.1,Lamar Miller,RB,MIA,22.3,3,1.12,3.08
2015,2.11,T.Y. Hilton,WR,IND,22.8,2.7,2.01,3.07
2015,2.12,Jordan Matthews,WR,PHI,24.4,2.8,2.02,3.1
2015,2.12,LeSean McCoy,RB,BUF,24.4,4.2,1.12,3.11
2015,3.02,Alshon Jeffery,WR,CHI,26.1,3.1,2.06,4.01
2015,3.03,Aaron Rodgers,QB,GB,27.1,5.4,1.01,4.12
2015,3.04,Frank Gore,RB,IND,27.7,3.4,2.01,4.03
2015,3.05,DeAndre Hopkins,WR,HOU,28.7,3.3,2.06,4.01
2015,3.06,Mike Evans,WR,TB,30,3.4,2.01,4.08
2015,3.07,Mark Ingram,RB,NO,31,3.2,2.09,4.06
2015,3.08,Emmanuel Sanders,WR,DEN,31.9,3.7,2.06,4.07
2015,3.09,Latavius Murray,RB,OAK,33.2,4.1,2.08,4.11
2015,3.09,Jimmy Graham,TE,SEA,33.5,5.1,2.01,4.11
2015,3.11,Davante Adams,WR,GB,34.6,4.3,2.09,5.02
2015,4.01,Jarvis Landry,WR,MIA,36.6,4.4,3.01,5.01
2015,4.01,Arian Foster,RB,HOU,37.5,4.8,3.01,5.04
2015,4.02,Andre Johnson,WR,IND,37.7,4.2,3.02,5.03
2015,4.02,Doug Martin,RB,TB,38,4.8,3.01,6.02
2015,4.03,Jeremy Maclin,WR,KC,38.8,4.8,2.1,5.04
2015,4.05,Amari Cooper,WR,OAK,40.8,4.4,3.01,5.06
2015,4.06,Ameer Abdullah,RB,DET,41.5,6,3.02,6.06
2015,4.06,Julian Edelman,WR,NE,41.9,4.5,2.1,5.07
2015,4.07,Golden Tate,WR,DET,43.5,4.3,2.1,5.09
2015,4.08,Andre Ellington,RB,ARI,43.7,5.7,2.01,5.09
2015,4.09,Carlos Hyde,RB,SF,44.7,5.6,3.05,6.01
2015,4.09,Greg Olsen,TE,CAR,45.1,6.3,2.11,6.04
2015,4.12,Chris Ivory,RB,NYJ,47.6,6.3,3.01,6.02
2015,4.12,Alfred Morris,RB,WAS,48.2,6.9,3.05,6.02
2015,5.01,Keenan Allen,WR,LAC,48.7,5.4,3.03,6.06
2015,5.03,Brandon Marshall,WR,NYJ,50.5,5.6,3.04,6.08
2015,5.03,Travis Kelce,TE,KC,50.6,5.5,3.11,6.07
2015,5.04,Melvin Gordon,RB,LAC,51.8,7.1,3.06,7.08
2015,5.05,Jonathan Stewart,RB,CAR,53,6.1,3.05,7.01
2015,5.06,Allen Robinson,WR,JAX,53.5,6,1.12,6.1
2015,5.07,Peyton Manning,QB,DEN,54.9,9.9,1.03,7.06
2015,5.09,Joseph Randle,RB,DAL,56.6,5.9,3.07,7.02
2015,5.09,Nelson Agholor,WR,PHI,56.6,5.7,4.04,7.02
2015,5.09,Drew Brees,QB,NO,56.8,8.7,3.01,7.05
2015,5.1,C.J. Spiller,RB,NO,57.9,6.4,3.12,7.07
2015,5.12,Todd Gurley,RB,LAR,60.2,6.3,3.1,7.06
2015,5.12,Martellus Bennett,TE,CHI,60.3,6.2,4.06,7.03
2015,6.02,Charles Johnson,WR,MIN,61.6,6.8,4.05,7.1
2015,6.02,Sammy Watkins,WR,None,62.5,6.4,4.06,7.12
2015,6.03,TJ Yeldon,RB,JAX,63.1,6.1,4.02,8.04
2015,6.04,Ben Roethlisberger,QB,PIT,63.8,7.2,3.11,7.11
2015,6.04,John Brown,WR,ARI,64.3,7,4.01,7.12
2015,6.07,Tom Brady,QB,NE,67,9.2,1.1,8.11
2015,6.07,Martavis Bryant,WR,PIT,67.2,7.2,4.02,8.04
2015,6.09,LeGarrette Blount,RB,NE,68.5,7.9,4.07,8.07
2015,6.09,Russell Wilson,QB,SEA,68.7,8,3.11,8.11
2015,6.09,Danny Woodhead,RB,LAC,69,6.8,4.01,8.07
2015,6.1,Vincent Jackson,WR,TB,70.1,7.4,4.04,8.11
2015,6.12,Steve Smith,WR,BAL,72.1,8.3,4.11,8.12
2015,7.02,DeSean Jackson,WR,WAS,74,8.5,3.12,8.11
2015,7.03,Giovani Bernard,RB,CIN,75.5,8.4,4.01,9.01
2015,7.05,Jordan Cameron,TE,MIA,76.9,8.1,5.04,8.11
2015,7.06,Shane Vereen,RB,NYG,77.9,8.3,5.12,9.02
2015,7.06,Matt Ryan,QB,ATL,78.2,7.9,5.03,9.02
2015,7.07,Ryan Mathews,RB,PHI,78.9,9,5.02,9.06
2015,7.09,Joique Bell,RB,DET,80.5,8.7,4.11,9.02
2015,7.09,Tony Romo,QB,DAL,80.8,7.4,5.11,9.05
2015,7.1,Rashad Jennings,RB,NYG,81.7,8.6,5.09,9.07
2015,7.1,Sam Bradford,QB,PHI,82.1,8.1,5.05,9.07
2015,7.12,Jason Witten,TE,DAL,83.7,11.9,5.1,12.06
2015,7.12,Larry Fitzgerald,WR,ARI,84.1,8,5.08,9.08
2015,8.01,Eddie Royal,WR,CHI,84.6,8.8,5.07,10.04
2015,8.01,Darren McFadden,RB,DAL,84.6,9.1,5.05,9.05
2015,8.02,Alfred Blue,RB,HOU,86.4,7.9,5.12,9.07
2015,8.04,Kendall Wright,WR,TEN,88,8.2,6.03,10.09
2015,8.05,Tevin Coleman,RB,ATL,88.9,8.3,5.1,10.03
2015,8.05,Ryan Tannehill,QB,MIA,89.1,8.6,5.08,10.04
2015,8.06,Owen Daniels,TE,DEN,89.7,13.1,5.06,11.12
2015,8.06,Mike Wallace,WR,MIN,89.9,9.5,5.04,10.03
2015,8.07,Victor Cruz,WR,NYG,91.3,10,5.11,10.03
2015,8.1,Markus Wheaton,WR,PIT,94.1,9.5,6.09,10.06
2015,8.11,Matthew Stafford,QB,DET,94.6,9.2,6.06,10.11
2015,8.11,Isaiah Crowell,RB,CLE,95.4,9.5,6.05,10.11
2015,8.12,Tyler Eifert,TE,CIN,95.5,12.3,5.1,11.11
2015,8.12,Devin Funchess,WR,CAR,96.1,10.1,5.02,10.1
2016,1.01,Antonio Brown,WR,PIT,1.2,0.5,1.01,1.04
2016,1.03,Julio Jones,WR,ATL,2.8,0.9,1.01,1.06
2016,1.03,Odell Beckham Jr,WR,NYG,3.4,1.2,1.01,1.1
2016,1.03,David Johnson,RB,ARI,3.4,1.5,1.01,1.07
2016,1.06,Todd Gurley,RB,LAR,6.3,1.8,1.01,1.12
2016,1.06,A.J. Green,WR,CIN,6.4,1.5,1.02,1.12
2016,1.06,DeAndre Hopkins,WR,HOU,6.4,1.5,1.02,1.12
2016,1.08,Ezekiel Elliott,RB,DAL,8.3,2,1.02,2.03
2016,1.09,Allen Robinson,WR,JAX,9.2,1.9,1.04,2.03
2016,1.1,Lamar Miller,RB,HOU,9.8,2.2,1.02,2.05
2016,1.11,Adrian Peterson,RB,MIN,10.7,2.6,1.01,2.07
2016,1.12,LeVeon Bell,RB,PIT,12.3,2.9,1.03,2.08
2016,2.01,Brandon Marshall,WR,NYJ,13,2.5,1.04,2.09
2016,2.02,Keenan Allen,WR,LAC,13.8,2.3,1.06,2.1
2016,2.02,Rob Gronkowski,TE,NE,14.2,3.6,1.04,2.12
2016,2.04,Mike Evans,WR,TB,15.7,2.4,1.05,2.11
2016,2.04,Dez Bryant,WR,DAL,16.4,2.9,1.05,2.12
2016,2.05,Jordy Nelson,WR,GB,17.3,2.9,1.09,3.01
2016,2.07,Devonta Freeman,RB,ATL,19.2,3.4,1.06,3.07
2016,2.07,Jamaal Charles,RB,KC,19.4,3.7,1.12,3.06
2016,2.08,Amari Cooper,WR,OAK,20.1,2.9,1.09,3.04
2016,2.1,LeSean McCoy,RB,BUF,22,3.3,1.12,3.09
2016,2.1,Alshon Jeffery,WR,CHI,22.1,3.5,1.09,3.07
2016,2.11,Brandin Cooks,WR,NO,23.3,3.5,1.09,3.08
2016,2.12,Eddie Lacy,RB,GB,24,3.8,1.1,3.1
2016,3.02,Mark Ingram,RB,NO,25.5,3.8,2.02,3.11
2016,3.03,Jarvis Landry,WR,MIA,26.9,3.8,2.02,4.02
2016,3.04,Sammy Watkins,WR,BUF,28.3,3.4,2.02,4.04
2016,3.05,T.Y. Hilton,WR,IND,29.4,3.3,2.03,4.02
2016,3.06,Demaryius Thomas,WR,DEN,29.7,3.9,2.04,4.07
2016,3.07,Doug Martin,RB,TB,30.8,3.9,2.02,4.08
2016,3.08,Randall Cobb,WR,GB,31.5,3.3,2.09,4.1
2016,3.09,CJ Anderson,RB,DEN,33.2,3.5,2.09,4.09
2016,3.11,Cam Newton,QB,CAR,34.5,7.9,1.02,5.07
2016,3.11,Jordan Reed,TE,WAS,35.1,5.4,2.07,5.09
2016,3.11,Julian Edelman,WR,NE,35.1,3.9,3.01,4.11
2016,3.12,Latavius Murray,RB,OAK,35.8,3.9,2.12,4.11
2016,4.01,Jeremy Maclin,WR,KC,37.3,3.7,3.03,5.05
2016,4.02,Donte Moncrief,WR,IND,38.4,4.3,2.12,5.07
2016,4.03,Aaron Rodgers,QB,GB,38.7,7.4,1.06,5.02
2016,4.03,Kelvin Benjamin,WR,CAR,39.2,5.2,2.12,5.11
2016,4.04,DeMarco Murray,RB,TEN,40.3,4.7,2.11,5.07
2016,4.05,Thomas Rawls,RB,SEA,41,5.1,2.12,5.09
2016,4.07,Matt Forte,RB,NYJ,43.1,5.2,2.08,5.12
2016,4.08,Golden Tate,WR,DET,43.6,5.3,3.03,5.1
2016,4.09,Eric Decker,WR,NYJ,44.9,5.3,3.08,6.04
2016,4.1,Carlos Hyde,RB,SF,45.7,5.4,3.04,6.02
2016,4.11,Jeremy Langford,RB,CHI,47.1,5,3.09,5.11
2016,4.12,Greg Olsen,TE,CAR,48.4,6.7,2.12,6.06
2016,5.01,Doug Baldwin,WR,SEA,48.8,6.6,3.05,6.07
2016,5.01,Jeremy Hill,RB,CIN,49.1,5,3.08,6.02
2016,5.02,Josh Gordon,WR,CLE,49.8,6.1,3.06,6.06
2016,5.04,Michael Floyd,WR,ARI,52.3,6.4,3.12,6.09
2016,5.05,Russell Wilson,QB,SEA,53.2,6.4,3.06,6.09
2016,5.06,Melvin Gordon,RB,LAC,53.7,5.2,4.01,6.1
2016,5.06,Danny Woodhead,RB,LAC,53.7,5.6,4.01,6.11
2016,5.08,Marvin Jones,WR,DET,56.2,5.7,3.12,7.02
2016,5.09,Arian Foster,RB,MIA,57.4,6.1,4.01,7.08
2016,5.1,Giovani Bernard,RB,CIN,57.7,5.8,3.12,7.04
2016,5.1,Andrew Luck,QB,IND,58.3,7.7,2.08,7.06
2016,5.12,Larry Fitzgerald,WR,ARI,60.2,7.2,3.05,7.09
2016,5.12,Ryan Mathews,RB,PHI,60.4,5.4,4.11,7.08
2016,6.01,Drew Brees,QB,NO,61.1,6.8,3.02,7.07
2016,6.03,Jonathan Stewart,RB,CAR,62.8,6.6,3.12,8.02
2016,6.04,Delanie Walker,TE,TEN,64,6.3,4.09,7.11
2016,6.04,Jordan Matthews,WR,PHI,64.2,7.1,4.03,7.12
2016,6.04,Travis Kelce,TE,KC,64.3,7.1,2.07,7.08
